path,original_class,label_index,label_name,mask_ok,coverage
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_29.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_30.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_31.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_32.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_33.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_34.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_35.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_36.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_37.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_38.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_39.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_40.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_41.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_42.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_43.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_44.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_45.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_46.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_47.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_48.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_49.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_50.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_51.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_52.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_53.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_54.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_55.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_56.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_57.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_58.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_59.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_60.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_61.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_62.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_01.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_02.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_03.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_04.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_05.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_06.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_07.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_08.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_09.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_10.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_11.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_12.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_13.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_14.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_15.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_16.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_17.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_18.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_19.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_20.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_21.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_22.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_23.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_24.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_25.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_26.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_27.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_28.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_29.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_30.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_31.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_32.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_33.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_34.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_35.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_36.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_37.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_38.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_39.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_40.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_41.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_42.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_43.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_44.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_45.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_46.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_47.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_48.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_49.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_50.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_51.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_52.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_53.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_54.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_55.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_56.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_57.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_58.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_59.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_60.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_61.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Broken\Broken_62.jpg,Broken,0,Broken,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Cut\Cut_01.jpg,Cut,1,Cut,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Cut\Cut_02.jpg,Cut,1,Cut,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Cut\Cut_03.jpg,Cut,1,Cut,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Cut\Cut_04.jpg,Cut,1,Cut,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Cut\Cut_05.jpg,Cut,1,Cut,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Cut\Cut_06.jpg,Cut,1,Cut,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Cut\Cut_07.jpg,Cut,1,Cut,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Cut\Cut_08.jpg,Cut,1,Cut,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Cut\Cut_09.jpg,Cut,1,Cut,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Cut\Cut_10.jpg,Cut,1,Cut,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Cut\Cut_11.jpg,Cut,1,Cut,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Cut\Cut_12.jpg,Cut,1,Cut,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Cut\Cut_13.jpg,Cut,1,Cut,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Cut\Cut_14.jpg,Cut,1,Cut,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Cut\Cut_15.jpg,Cut,1,Cut,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Cut\Cut_16.jpg,Cut,1,Cut,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Cut\Cut_17.jpg,Cut,1,Cut,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Cut\Cut_18.jpg,Cut,1,Cut,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Cut\Cut_19.jpg,Cut,1,Cut,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Cut\Cut_20.jpg,Cut,1,Cut,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Cut\Cut_21.jpg,Cut,1,Cut,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Cut\Cut_22.jpg,Cut,1,Cut,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Cut\Cut_23.jpg,Cut,1,Cut,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Cut\Cut_24.jpg,Cut,1,Cut,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Cut\Cut_25.jpg,Cut,1,Cut,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Cut\Cut_26.jpg,Cut,1,Cut,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Cut\Cut_27.jpg,Cut,1,Cut,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Cut\Cut_28.jpg,Cut,1,Cut,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Cut\Cut_29.jpg,Cut,1,Cut,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Cut\Cut_30.jpg,Cut,1,Cut,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Cut\Cut_31.jpg,Cut,1,Cut,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Cut\Cut_32.jpg,Cut,1,Cut,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Cut\Cut_33.jpg,Cut,1,Cut,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Cut\Cut_34.jpg,Cut,1,Cut,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Cut\Cut_35.jpg,Cut,1,Cut,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Cut\Cut_36.jpg,Cut,1,Cut,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Cut\Cut_37.jpg,Cut,1,Cut,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Cut\Cut_38.jpg,Cut,1,Cut,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Cut\Cut_39.jpg,Cut,1,Cut,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Cut\Cut_40.jpg,Cut,1,Cut,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Cut\Cut_41.jpg,Cut,1,Cut,True,1.0
C:\Users\vitor\.cache\kagglehub\datasets\sujitraarw\coffee-green-bean-with-17-defects-original\versions\1\Cut\Cut_42.jpg,Cut,1,Cut,True,1.0
